,original_feature_name,features,importances,colors
237,fourier.value.4byte.229,$Fourier$ $raw$ $value$ $229$ $(4$ $bytes)$,0.0012812397633667355,blue
238,fourier.value.1byte.94,$Fourier$ $raw$ $value$ $94$ $(1$ $byte)$,0.0012794578857743828,blue
239,fourier.value.1byte.59,$Fourier$ $raw$ $value$ $59$ $(1$ $byte)$,0.0012756439860925862,blue
240,fourier.value.4byte.122,$Fourier$ $raw$ $value$ $122$ $(4$ $bytes)$,0.001274936932799096,blue
241,fourier.value.4byte.22,$Fourier$ $raw$ $value$ $22$ $(4$ $bytes)$,0.0012738294428696589,blue
242,fourier.value.1byte.249,$Fourier$ $raw$ $value$ $249$ $(1$ $byte)$,0.0012737107069554182,blue
243,fourier.value.4byte.0,$Fourier$ $raw$ $value$ $0$ $(4$ $bytes)$,0.0012730502960583822,blue
244,fourier.value.1byte.11,$Fourier$ $raw$ $value$ $11$ $(1$ $byte)$,0.001270719090774359,blue
245,fourier.value.1byte.15,$Fourier$ $raw$ $value$ $15$ $(1$ $byte)$,0.0012690771424773654,blue
246,fourier.value.1byte.184,$Fourier$ $raw$ $value$ $184$ $(1$ $byte)$,0.0012641210965415267,blue
247,fourier.value.1byte.76,$Fourier$ $raw$ $value$ $76$ $(1$ $byte)$,0.0012627549994882387,blue
248,fourier.value.1byte.6,$Fourier$ $raw$ $value$ $6$ $(1$ $byte)$,0.001260097156445183,blue
249,fourier.value.1byte.212,$Fourier$ $raw$ $value$ $212$ $(1$ $byte)$,0.001260094319934159,blue
250,fourier.value.4byte.138,$Fourier$ $raw$ $value$ $138$ $(4$ $bytes)$,0.0012598519509583173,blue
251,fourier.value.1byte.238,$Fourier$ $raw$ $value$ $238$ $(1$ $byte)$,0.0012589913333311117,blue
252,fourier.value.1byte.145,$Fourier$ $raw$ $value$ $145$ $(1$ $byte)$,0.001258239194567732,blue
253,fourier.value.1byte.161,$Fourier$ $raw$ $value$ $161$ $(1$ $byte)$,0.0012568006617366004,blue
254,fourier.value.1byte.51,$Fourier$ $raw$ $value$ $51$ $(1$ $byte)$,0.0012554833193506795,blue
255,fourier.value.1byte.41,$Fourier$ $raw$ $value$ $41$ $(1$ $byte)$,0.001255361316583567,blue
256,fourier.value.1byte.57,$Fourier$ $raw$ $value$ $57$ $(1$ $byte)$,0.0012534786639668604,blue
257,fourier.value.1byte.175,$Fourier$ $raw$ $value$ $175$ $(1$ $byte)$,0.0012532489295290273,blue
258,fourier.value.1byte.136,$Fourier$ $raw$ $value$ $136$ $(1$ $byte)$,0.0012510937087276814,blue
259,fourier.value.1byte.157,$Fourier$ $raw$ $value$ $157$ $(1$ $byte)$,0.0012497948056286725,blue
260,fourier.value.1byte.204,$Fourier$ $raw$ $value$ $204$ $(1$ $byte)$,0.0012479383917140799,blue
261,fourier.value.1byte.222,$Fourier$ $raw$ $value$ $222$ $(1$ $byte)$,0.001245561153735824,blue
262,fourier.value.4byte.182,$Fourier$ $raw$ $value$ $182$ $(4$ $bytes)$,0.001245069272060838,blue
263,fourier.value.1byte.141,$Fourier$ $raw$ $value$ $141$ $(1$ $byte)$,0.0012434921438656695,blue
264,fourier.value.1byte.247,$Fourier$ $raw$ $value$ $247$ $(1$ $byte)$,0.0012433970548688452,blue
265,fourier.value.4byte.8,$Fourier$ $raw$ $value$ $8$ $(4$ $bytes)$,0.0012417908790785625,blue
266,fourier.value.1byte.20,$Fourier$ $raw$ $value$ $20$ $(1$ $byte)$,0.0012401408491771724,blue
267,fourier.value.1byte.200,$Fourier$ $raw$ $value$ $200$ $(1$ $byte)$,0.0012400699169416308,blue
268,fourier.value.1byte.16,$Fourier$ $raw$ $value$ $16$ $(1$ $byte)$,0.001239412838677011,blue
269,fourier.value.1byte.14,$Fourier$ $raw$ $value$ $14$ $(1$ $byte)$,0.0012390339452494745,blue
270,fourier.value.1byte.165,$Fourier$ $raw$ $value$ $165$ $(1$ $byte)$,0.0012370935096845837,blue
271,fourier.value.1byte.47,$Fourier$ $raw$ $value$ $47$ $(1$ $byte)$,0.001237063755422127,blue
272,fourier.value.1byte.67,$Fourier$ $raw$ $value$ $67$ $(1$ $byte)$,0.0012338431550316686,blue
273,fourier.value.1byte.216,$Fourier$ $raw$ $value$ $216$ $(1$ $byte)$,0.0012315598873069307,blue
274,fourier.value.4byte.117,$Fourier$ $raw$ $value$ $117$ $(4$ $bytes)$,0.001230456713400096,blue
275,fourier.value.1byte.80,$Fourier$ $raw$ $value$ $80$ $(1$ $byte)$,0.0012252470083040474,blue
276,fourier.value.1byte.37,$Fourier$ $raw$ $value$ $37$ $(1$ $byte)$,0.00122463013778497,blue
277,fourier.value.1byte.27,$Fourier$ $raw$ $value$ $27$ $(1$ $byte)$,0.0012236341620615035,blue
278,fourier.value.1byte.170,$Fourier$ $raw$ $value$ $170$ $(1$ $byte)$,0.0012222635868415536,blue
279,fourier.value.4byte.131,$Fourier$ $raw$ $value$ $131$ $(4$ $bytes)$,0.0012218155442425343,blue
280,fourier.value.1byte.209,$Fourier$ $raw$ $value$ $209$ $(1$ $byte)$,0.0012201762979496334,blue
281,fourier.value.1byte.190,$Fourier$ $raw$ $value$ $190$ $(1$ $byte)$,0.001218329205578056,blue
282,fourier.value.1byte.210,$Fourier$ $raw$ $value$ $210$ $(1$ $byte)$,0.0012181842638949716,blue
283,fourier.value.1byte.48,$Fourier$ $raw$ $value$ $48$ $(1$ $byte)$,0.0012176016241461738,blue
284,fourier.value.1byte.45,$Fourier$ $raw$ $value$ $45$ $(1$ $byte)$,0.0012172975177568819,blue
285,fourier.value.1byte.98,$Fourier$ $raw$ $value$ $98$ $(1$ $byte)$,0.0012169372648784197,blue
286,fourier.value.1byte.171,$Fourier$ $raw$ $value$ $171$ $(1$ $byte)$,0.0012167127683385065,blue
287,fourier.value.1byte.42,$Fourier$ $raw$ $value$ $42$ $(1$ $byte)$,0.001216483502245483,blue
288,fourier.value.4byte.9,$Fourier$ $raw$ $value$ $9$ $(4$ $bytes)$,0.0012154436507438152,blue
289,fourier.value.4byte.90,$Fourier$ $raw$ $value$ $90$ $(4$ $bytes)$,0.0012150923720788387,blue
290,fourier.value.4byte.140,$Fourier$ $raw$ $value$ $140$ $(4$ $bytes)$,0.0012137016412717661,blue
291,fourier.value.1byte.74,$Fourier$ $raw$ $value$ $74$ $(1$ $byte)$,0.0012134267067925733,blue
292,fourier.value.1byte.54,$Fourier$ $raw$ $value$ $54$ $(1$ $byte)$,0.0012132423042592766,blue
293,fourier.value.1byte.85,$Fourier$ $raw$ $value$ $85$ $(1$ $byte)$,0.0012126143877285466,blue
294,fourier.value.1byte.5,$Fourier$ $raw$ $value$ $5$ $(1$ $byte)$,0.001211490623794502,blue
295,fourier.value.4byte.146,$Fourier$ $raw$ $value$ $146$ $(4$ $bytes)$,0.0012087111086480857,blue
296,fourier.value.1byte.194,$Fourier$ $raw$ $value$ $194$ $(1$ $byte)$,0.0012079509590911955,blue
297,fourier.value.4byte.237,$Fourier$ $raw$ $value$ $237$ $(4$ $bytes)$,0.0012054474228606767,blue
298,fourier.value.1byte.205,$Fourier$ $raw$ $value$ $205$ $(1$ $byte)$,0.0012049762134595354,blue
299,fourier.value.4byte.15,$Fourier$ $raw$ $value$ $15$ $(4$ $bytes)$,0.0012038706266728671,blue
300,fourier.value.1byte.109,$Fourier$ $raw$ $value$ $109$ $(1$ $byte)$,0.0012024869073923882,blue
301,fourier.value.1byte.75,$Fourier$ $raw$ $value$ $75$ $(1$ $byte)$,0.0011993421606188374,blue
302,fourier.value.1byte.106,$Fourier$ $raw$ $value$ $106$ $(1$ $byte)$,0.0011989964896036418,blue
303,fourier.value.1byte.215,$Fourier$ $raw$ $value$ $215$ $(1$ $byte)$,0.0011975967587582192,blue
304,fourier.value.1byte.199,$Fourier$ $raw$ $value$ $199$ $(1$ $byte)$,0.001197021297562723,blue
305,fourier.value.1byte.230,$Fourier$ $raw$ $value$ $230$ $(1$ $byte)$,0.0011966475069139393,blue
306,advanced.moment_full.15,$15^{th}$ ${central}$ ${moment}$,0.001194915535673458,red
307,fourier.value.1byte.246,$Fourier$ $raw$ $value$ $246$ $(1$ $byte)$,0.001194810482937299,blue
308,fourier.value.4byte.105,$Fourier$ $raw$ $value$ $105$ $(4$ $bytes)$,0.0011946379240706036,blue
309,fourier.value.1byte.115,$Fourier$ $raw$ $value$ $115$ $(1$ $byte)$,0.001194612293177376,blue
310,fourier.value.1byte.176,$Fourier$ $raw$ $value$ $176$ $(1$ $byte)$,0.0011945417958066503,blue
311,fourier.value.1byte.12,$Fourier$ $raw$ $value$ $12$ $(1$ $byte)$,0.0011938255099112974,blue
312,fourier.value.1byte.183,$Fourier$ $raw$ $value$ $183$ $(1$ $byte)$,0.0011937240775917741,blue
313,fourier.value.4byte.106,$Fourier$ $raw$ $value$ $106$ $(4$ $bytes)$,0.0011934584527408896,blue
314,fourier.value.1byte.214,$Fourier$ $raw$ $value$ $214$ $(1$ $byte)$,0.0011933155483084003,blue
315,fourier.value.1byte.188,$Fourier$ $raw$ $value$ $188$ $(1$ $byte)$,0.0011931503467897144,blue
316,fourier.value.4byte.242,$Fourier$ $raw$ $value$ $242$ $(4$ $bytes)$,0.0011928052011871734,blue
317,fourier.value.1byte.66,$Fourier$ $raw$ $value$ $66$ $(1$ $byte)$,0.0011925216055283117,blue
318,fourier.value.4byte.25,$Fourier$ $raw$ $value$ $25$ $(4$ $bytes)$,0.001190313527525006,blue
319,fourier.value.1byte.112,$Fourier$ $raw$ $value$ $112$ $(1$ $byte)$,0.0011867483401129468,blue
320,fourier.value.4byte.118,$Fourier$ $raw$ $value$ $118$ $(4$ $bytes)$,0.0011865406484966668,blue
321,fourier.value.1byte.21,$Fourier$ $raw$ $value$ $21$ $(1$ $byte)$,0.0011862313784639562,blue
322,fourier.value.1byte.203,$Fourier$ $raw$ $value$ $203$ $(1$ $byte)$,0.001185868682675427,blue
323,fourier.value.1byte.151,$Fourier$ $raw$ $value$ $151$ $(1$ $byte)$,0.001185831345704155,blue
324,fourier.value.1byte.46,$Fourier$ $raw$ $value$ $46$ $(1$ $byte)$,0.0011841871531842007,blue
325,fourier.value.1byte.63,$Fourier$ $raw$ $value$ $63$ $(1$ $byte)$,0.0011831885781814937,blue
326,fourier.value.4byte.120,$Fourier$ $raw$ $value$ $120$ $(4$ $bytes)$,0.0011818627098635157,blue
327,fourier.value.4byte.132,$Fourier$ $raw$ $value$ $132$ $(4$ $bytes)$,0.001181235282605505,blue
328,fourier.value.4byte.111,$Fourier$ $raw$ $value$ $111$ $(4$ $bytes)$,0.0011810834106054068,blue
329,fourier.value.1byte.25,$Fourier$ $raw$ $value$ $25$ $(1$ $byte)$,0.0011807098190948458,blue
330,fourier.value.4byte.221,$Fourier$ $raw$ $value$ $221$ $(4$ $bytes)$,0.001179875761705945,blue
331,fourier.value.1byte.110,$Fourier$ $raw$ $value$ $110$ $(1$ $byte)$,0.0011794964430440055,blue
332,fourier.value.1byte.225,$Fourier$ $raw$ $value$ $225$ $(1$ $byte)$,0.0011786283499320336,blue
333,fourier.value.4byte.31,$Fourier$ $raw$ $value$ $31$ $(4$ $bytes)$,0.0011778473687206405,blue
334,fourier.value.1byte.58,$Fourier$ $raw$ $value$ $58$ $(1$ $byte)$,0.0011777812965469339,blue
335,fourier.value.1byte.31,$Fourier$ $raw$ $value$ $31$ $(1$ $byte)$,0.0011776716013575765,blue
336,fourier.value.4byte.119,$Fourier$ $raw$ $value$ $119$ $(4$ $bytes)$,0.0011774115076916482,blue
337,fourier.value.1byte.192,$Fourier$ $raw$ $value$ $192$ $(1$ $byte)$,0.001177372417620722,blue
338,fourier.value.1byte.78,$Fourier$ $raw$ $value$ $78$ $(1$ $byte)$,0.0011773204901775922,blue
339,fourier.value.1byte.22,$Fourier$ $raw$ $value$ $22$ $(1$ $byte)$,0.0011769991621786834,blue
340,fourier.value.4byte.86,$Fourier$ $raw$ $value$ $86$ $(4$ $bytes)$,0.0011769557141605364,blue
341,fourier.value.1byte.220,$Fourier$ $raw$ $value$ $220$ $(1$ $byte)$,0.0011764008105817603,blue
342,fourier.value.1byte.166,$Fourier$ $raw$ $value$ $166$ $(1$ $byte)$,0.0011761622452110836,blue
343,fourier.value.4byte.226,$Fourier$ $raw$ $value$ $226$ $(4$ $bytes)$,0.001175667476275624,blue
344,fourier.value.1byte.81,$Fourier$ $raw$ $value$ $81$ $(1$ $byte)$,0.0011756255320653144,blue
345,fourier.value.4byte.236,$Fourier$ $raw$ $value$ $236$ $(4$ $bytes)$,0.0011753643259823582,blue
346,fourier.value.1byte.26,$Fourier$ $raw$ $value$ $26$ $(1$ $byte)$,0.0011739063746333998,blue
347,fourier.value.1byte.55,$Fourier$ $raw$ $value$ $55$ $(1$ $byte)$,0.0011735450507113743,blue
348,fourier.value.4byte.183,$Fourier$ $raw$ $value$ $183$ $(4$ $bytes)$,0.001172180221709059,blue
349,fourier.value.1byte.174,$Fourier$ $raw$ $value$ $174$ $(1$ $byte)$,0.0011720230312236698,blue
350,fourier.value.4byte.151,$Fourier$ $raw$ $value$ $151$ $(4$ $bytes)$,0.0011717498266621525,blue
351,fourier.value.4byte.68,$Fourier$ $raw$ $value$ $68$ $(4$ $bytes)$,0.0011717355080208436,blue
352,fourier.value.1byte.36,$Fourier$ $raw$ $value$ $36$ $(1$ $byte)$,0.001171698792661089,blue
353,fourier.value.4byte.35,$Fourier$ $raw$ $value$ $35$ $(4$ $bytes)$,0.0011713191020140982,blue
354,fourier.value.4byte.17,$Fourier$ $raw$ $value$ $17$ $(4$ $bytes)$,0.0011712975826520047,blue
355,fourier.value.1byte.173,$Fourier$ $raw$ $value$ $173$ $(1$ $byte)$,0.0011709915149606162,blue
356,fourier.value.1byte.169,$Fourier$ $raw$ $value$ $169$ $(1$ $byte)$,0.001170387479953657,blue
357,fourier.value.1byte.239,$Fourier$ $raw$ $value$ $239$ $(1$ $byte)$,0.0011701269316121414,blue
358,fourier.value.1byte.82,$Fourier$ $raw$ $value$ $82$ $(1$ $byte)$,0.0011695505073089916,blue
359,fourier.value.4byte.101,$Fourier$ $raw$ $value$ $101$ $(4$ $bytes)$,0.0011692384860420995,blue
360,fourier.value.1byte.206,$Fourier$ $raw$ $value$ $206$ $(1$ $byte)$,0.0011689193234038372,blue
361,fourier.value.1byte.197,$Fourier$ $raw$ $value$ $197$ $(1$ $byte)$,0.0011687468212523448,blue
362,fourier.value.4byte.116,$Fourier$ $raw$ $value$ $116$ $(4$ $bytes)$,0.001168240781916714,blue
363,fourier.value.4byte.207,$Fourier$ $raw$ $value$ $207$ $(4$ $bytes)$,0.0011681994757745176,blue
364,fourier.value.4byte.83,$Fourier$ $raw$ $value$ $83$ $(4$ $bytes)$,0.0011677266912042622,blue
365,fourier.value.4byte.148,$Fourier$ $raw$ $value$ $148$ $(4$ $bytes)$,0.0011675521012487569,blue
366,fourier.value.1byte.177,$Fourier$ $raw$ $value$ $177$ $(1$ $byte)$,0.0011664297953262908,blue
367,fourier.value.1byte.153,$Fourier$ $raw$ $value$ $153$ $(1$ $byte)$,0.0011647113849541566,blue
368,fourier.value.1byte.108,$Fourier$ $raw$ $value$ $108$ $(1$ $byte)$,0.0011642426690446112,blue
369,fourier.value.4byte.149,$Fourier$ $raw$ $value$ $149$ $(4$ $bytes)$,0.001164027876312211,blue
370,fourier.value.1byte.143,$Fourier$ $raw$ $value$ $143$ $(1$ $byte)$,0.0011639525503169994,blue
371,fourier.value.1byte.233,$Fourier$ $raw$ $value$ $233$ $(1$ $byte)$,0.0011633488988481672,blue
372,fourier.value.4byte.135,$Fourier$ $raw$ $value$ $135$ $(4$ $bytes)$,0.0011631608449385155,blue
373,fourier.value.1byte.232,$Fourier$ $raw$ $value$ $232$ $(1$ $byte)$,0.0011628889875031818,blue
374,fourier.value.4byte.102,$Fourier$ $raw$ $value$ $102$ $(4$ $bytes)$,0.0011623913267710725,blue
375,fourier.value.4byte.150,$Fourier$ $raw$ $value$ $150$ $(4$ $bytes)$,0.001161382608004237,blue
376,fourier.value.4byte.164,$Fourier$ $raw$ $value$ $164$ $(4$ $bytes)$,0.0011605511648546355,blue
377,fourier.value.4byte.169,$Fourier$ $raw$ $value$ $169$ $(4$ $bytes)$,0.00115966606306628,blue
378,fourier.value.4byte.34,$Fourier$ $raw$ $value$ $34$ $(4$ $bytes)$,0.001158733570469088,blue
379,fourier.value.4byte.158,$Fourier$ $raw$ $value$ $158$ $(4$ $bytes)$,0.0011585099923461792,blue
380,fourier.value.4byte.212,$Fourier$ $raw$ $value$ $212$ $(4$ $bytes)$,0.0011581063996670788,blue
381,fourier.value.4byte.40,$Fourier$ $raw$ $value$ $40$ $(4$ $bytes)$,0.0011579852536618715,blue
382,fourier.value.4byte.228,$Fourier$ $raw$ $value$ $228$ $(4$ $bytes)$,0.0011572896393101568,blue
383,fourier.value.1byte.226,$Fourier$ $raw$ $value$ $226$ $(1$ $byte)$,0.0011571104476532654,blue
384,fourier.value.4byte.202,$Fourier$ $raw$ $value$ $202$ $(4$ $bytes)$,0.001156304147591711,blue
385,fourier.value.1byte.167,$Fourier$ $raw$ $value$ $167$ $(1$ $byte)$,0.0011559296138189102,blue
386,fourier.value.4byte.145,$Fourier$ $raw$ $value$ $145$ $(4$ $bytes)$,0.0011556451345182278,blue
387,fourier.value.4byte.93,$Fourier$ $raw$ $value$ $93$ $(4$ $bytes)$,0.0011555976555846159,blue
388,fourier.value.4byte.115,$Fourier$ $raw$ $value$ $115$ $(4$ $bytes)$,0.0011555740639821873,blue
389,fourier.value.4byte.161,$Fourier$ $raw$ $value$ $161$ $(4$ $bytes)$,0.0011548871251068054,blue
390,fourier.value.4byte.214,$Fourier$ $raw$ $value$ $214$ $(4$ $bytes)$,0.001154680845660436,blue
391,fourier.value.4byte.188,$Fourier$ $raw$ $value$ $188$ $(4$ $bytes)$,0.001154600387344895,blue
392,fourier.value.4byte.80,$Fourier$ $raw$ $value$ $80$ $(4$ $bytes)$,0.001154543574622229,blue
393,fourier.value.4byte.211,$Fourier$ $raw$ $value$ $211$ $(4$ $bytes)$,0.0011545075629969509,blue
394,fourier.value.4byte.89,$Fourier$ $raw$ $value$ $89$ $(4$ $bytes)$,0.0011542779369209022,blue
395,fourier.value.4byte.227,$Fourier$ $raw$ $value$ $227$ $(4$ $bytes)$,0.0011539241656331604,blue
396,fourier.value.4byte.134,$Fourier$ $raw$ $value$ $134$ $(4$ $bytes)$,0.001153798386303608,blue
397,fourier.value.4byte.19,$Fourier$ $raw$ $value$ $19$ $(4$ $bytes)$,0.0011535360270170255,blue
398,fourier.value.1byte.111,$Fourier$ $raw$ $value$ $111$ $(1$ $byte)$,0.0011529042564639832,blue
399,fourier.value.4byte.100,$Fourier$ $raw$ $value$ $100$ $(4$ $bytes)$,0.0011526460958621197,blue
400,fourier.value.4byte.234,$Fourier$ $raw$ $value$ $234$ $(4$ $bytes)$,0.001152349304411941,blue
401,fourier.value.4byte.232,$Fourier$ $raw$ $value$ $232$ $(4$ $bytes)$,0.001152273666439988,blue
402,fourier.value.1byte.29,$Fourier$ $raw$ $value$ $29$ $(1$ $byte)$,0.0011522577178401027,blue
403,fourier.value.1byte.139,$Fourier$ $raw$ $value$ $139$ $(1$ $byte)$,0.0011520658180918443,blue
404,fourier.value.4byte.10,$Fourier$ $raw$ $value$ $10$ $(4$ $bytes)$,0.0011519296972951946,blue
405,fourier.value.1byte.219,$Fourier$ $raw$ $value$ $219$ $(1$ $byte)$,0.0011518268757398525,blue
406,fourier.value.4byte.114,$Fourier$ $raw$ $value$ $114$ $(4$ $bytes)$,0.001151805092120701,blue
407,fourier.value.4byte.240,$Fourier$ $raw$ $value$ $240$ $(4$ $bytes)$,0.0011518022591982824,blue
408,fourier.value.4byte.59,$Fourier$ $raw$ $value$ $59$ $(4$ $bytes)$,0.0011514780939890503,blue
409,fourier.value.4byte.171,$Fourier$ $raw$ $value$ $171$ $(4$ $bytes)$,0.0011504796602440036,blue
410,fourier.value.4byte.215,$Fourier$ $raw$ $value$ $215$ $(4$ $bytes)$,0.0011504409794038616,blue
411,fourier.value.4byte.241,$Fourier$ $raw$ $value$ $241$ $(4$ $bytes)$,0.001149800622894652,blue
412,fourier.value.4byte.39,$Fourier$ $raw$ $value$ $39$ $(4$ $bytes)$,0.0011495244664672466,blue
413,fourier.value.1byte.52,$Fourier$ $raw$ $value$ $52$ $(1$ $byte)$,0.0011493679183602645,blue
414,fourier.value.4byte.44,$Fourier$ $raw$ $value$ $44$ $(4$ $bytes)$,0.0011488606094265637,blue
415,fourier.value.4byte.157,$Fourier$ $raw$ $value$ $157$ $(4$ $bytes)$,0.0011485926707314848,blue
416,fourier.value.1byte.68,$Fourier$ $raw$ $value$ $68$ $(1$ $byte)$,0.001148581331408808,blue
417,fourier.value.1byte.18,$Fourier$ $raw$ $value$ $18$ $(1$ $byte)$,0.0011484274620140844,blue
418,fourier.value.4byte.165,$Fourier$ $raw$ $value$ $165$ $(4$ $bytes)$,0.0011475388797348106,blue
419,fourier.value.4byte.48,$Fourier$ $raw$ $value$ $48$ $(4$ $bytes)$,0.001147359619340005,blue
420,fourier.value.4byte.14,$Fourier$ $raw$ $value$ $14$ $(4$ $bytes)$,0.0011468484866022648,blue
421,fourier.value.4byte.27,$Fourier$ $raw$ $value$ $27$ $(4$ $bytes)$,0.0011463479136485995,blue
422,fourier.value.4byte.64,$Fourier$ $raw$ $value$ $64$ $(4$ $bytes)$,0.0011462463703115556,blue
423,fourier.value.4byte.20,$Fourier$ $raw$ $value$ $20$ $(4$ $bytes)$,0.0011461503696082011,blue
424,fourier.value.4byte.62,$Fourier$ $raw$ $value$ $62$ $(4$ $bytes)$,0.0011458278043728618,blue
425,fourier.value.4byte.136,$Fourier$ $raw$ $value$ $136$ $(4$ $bytes)$,0.0011452699155334845,blue
426,fourier.value.4byte.190,$Fourier$ $raw$ $value$ $190$ $(4$ $bytes)$,0.001144772967097907,blue
427,fourier.value.4byte.98,$Fourier$ $raw$ $value$ $98$ $(4$ $bytes)$,0.0011446401810894084,blue
428,fourier.value.4byte.178,$Fourier$ $raw$ $value$ $178$ $(4$ $bytes)$,0.0011442984191531824,blue
429,fourier.value.4byte.13,$Fourier$ $raw$ $value$ $13$ $(4$ $bytes)$,0.0011440312085077198,blue
430,fourier.value.4byte.60,$Fourier$ $raw$ $value$ $60$ $(4$ $bytes)$,0.0011438217883236203,blue
431,fourier.value.4byte.192,$Fourier$ $raw$ $value$ $192$ $(4$ $bytes)$,0.0011437343760515894,blue
432,fourier.value.4byte.191,$Fourier$ $raw$ $value$ $191$ $(4$ $bytes)$,0.00114359997073886,blue
433,fourier.value.1byte.229,$Fourier$ $raw$ $value$ $229$ $(1$ $byte)$,0.0011431190251014129,blue
434,fourier.value.1byte.196,$Fourier$ $raw$ $value$ $196$ $(1$ $byte)$,0.001143007073520156,blue
435,fourier.value.4byte.36,$Fourier$ $raw$ $value$ $36$ $(4$ $bytes)$,0.0011420972638044491,blue
436,fourier.value.4byte.87,$Fourier$ $raw$ $value$ $87$ $(4$ $bytes)$,0.0011420025704455918,blue
437,fourier.value.1byte.32,$Fourier$ $raw$ $value$ $32$ $(1$ $byte)$,0.0011416440122279734,blue
438,fourier.value.4byte.193,$Fourier$ $raw$ $value$ $193$ $(4$ $bytes)$,0.0011414691695253326,blue
439,fourier.value.4byte.200,$Fourier$ $raw$ $value$ $200$ $(4$ $bytes)$,0.0011410989317984519,blue
440,fourier.value.4byte.204,$Fourier$ $raw$ $value$ $204$ $(4$ $bytes)$,0.0011406928385124867,blue
441,fourier.value.4byte.26,$Fourier$ $raw$ $value$ $26$ $(4$ $bytes)$,0.0011394861068884066,blue
442,fourier.value.4byte.58,$Fourier$ $raw$ $value$ $58$ $(4$ $bytes)$,0.0011389235332070755,blue
443,fourier.value.4byte.16,$Fourier$ $raw$ $value$ $16$ $(4$ $bytes)$,0.0011389196471365665,blue
444,fourier.value.4byte.231,$Fourier$ $raw$ $value$ $231$ $(4$ $bytes)$,0.0011380923167716459,blue
445,fourier.value.4byte.11,$Fourier$ $raw$ $value$ $11$ $(4$ $bytes)$,0.0011380188243859859,blue
446,fourier.value.4byte.196,$Fourier$ $raw$ $value$ $196$ $(4$ $bytes)$,0.0011371602655424926,blue
447,fourier.value.4byte.88,$Fourier$ $raw$ $value$ $88$ $(4$ $bytes)$,0.0011369146764018006,blue
448,fourier.value.1byte.0,$Fourier$ $raw$ $value$ $0$ $(1$ $byte)$,0.0011364750740746523,blue
449,fourier.value.4byte.28,$Fourier$ $raw$ $value$ $28$ $(4$ $bytes)$,0.001136430432820071,blue
450,fourier.value.4byte.223,$Fourier$ $raw$ $value$ $223$ $(4$ $bytes)$,0.0011362377373509264,blue
451,fourier.value.4byte.238,$Fourier$ $raw$ $value$ $238$ $(4$ $bytes)$,0.0011361948585524421,blue
452,fourier.value.4byte.209,$Fourier$ $raw$ $value$ $209$ $(4$ $bytes)$,0.0011359714194630825,blue
453,fourier.value.4byte.74,$Fourier$ $raw$ $value$ $74$ $(4$ $bytes)$,0.001135882352764365,blue
454,fourier.value.4byte.53,$Fourier$ $raw$ $value$ $53$ $(4$ $bytes)$,0.0011358752480806213,blue
455,fourier.value.4byte.94,$Fourier$ $raw$ $value$ $94$ $(4$ $bytes)$,0.0011358635472844551,blue
456,fourier.value.4byte.77,$Fourier$ $raw$ $value$ $77$ $(4$ $bytes)$,0.001134961873635381,blue
457,fourier.value.4byte.66,$Fourier$ $raw$ $value$ $66$ $(4$ $bytes)$,0.0011343528442863398,blue
458,fourier.value.4byte.47,$Fourier$ $raw$ $value$ $47$ $(4$ $bytes)$,0.001134350243421277,blue
459,fourier.value.4byte.73,$Fourier$ $raw$ $value$ $73$ $(4$ $bytes)$,0.0011343344315122102,blue
460,fourier.value.4byte.137,$Fourier$ $raw$ $value$ $137$ $(4$ $bytes)$,0.0011342260459919497,blue
461,fourier.value.4byte.153,$Fourier$ $raw$ $value$ $153$ $(4$ $bytes)$,0.0011337084509799571,blue
462,fourier.value.4byte.208,$Fourier$ $raw$ $value$ $208$ $(4$ $bytes)$,0.0011336036076075293,blue
463,fourier.value.4byte.113,$Fourier$ $raw$ $value$ $113$ $(4$ $bytes)$,0.0011333061017425067,blue
464,fourier.value.4byte.162,$Fourier$ $raw$ $value$ $162$ $(4$ $bytes)$,0.0011331602856030733,blue
465,fourier.value.4byte.166,$Fourier$ $raw$ $value$ $166$ $(4$ $bytes)$,0.0011330401086154193,blue
466,fourier.value.4byte.104,$Fourier$ $raw$ $value$ $104$ $(4$ $bytes)$,0.0011326428339050384,blue
467,fourier.value.4byte.29,$Fourier$ $raw$ $value$ $29$ $(4$ $bytes)$,0.0011320296568886898,blue
468,fourier.value.4byte.82,$Fourier$ $raw$ $value$ $82$ $(4$ $bytes)$,0.0011318756100550697,blue
469,fourier.value.4byte.103,$Fourier$ $raw$ $value$ $103$ $(4$ $bytes)$,0.0011317144325968815,blue
470,fourier.value.4byte.180,$Fourier$ $raw$ $value$ $180$ $(4$ $bytes)$,0.0011316128016642952,blue
471,fourier.value.4byte.63,$Fourier$ $raw$ $value$ $63$ $(4$ $bytes)$,0.0011314628709226864,blue
472,fourier.value.4byte.235,$Fourier$ $raw$ $value$ $235$ $(4$ $bytes)$,0.001131201646444745,blue
473,fourier.value.4byte.201,$Fourier$ $raw$ $value$ $201$ $(4$ $bytes)$,0.0011310063744240787,blue
474,fourier.value.4byte.37,$Fourier$ $raw$ $value$ $37$ $(4$ $bytes)$,0.0011309620210781942,blue
475,fourier.value.4byte.184,$Fourier$ $raw$ $value$ $184$ $(4$ $bytes)$,0.0011304294147241685,blue
