,run_name,precision,recall,accuracy,balanced_accuracy,f1,roc_auc,auc_pr,tpr,tnr,fpr,fnr
822,advanced-and-fourier,0.42280837858805276,0.34471853257432006,0.6143429747589644,0.5497690537315496,0.3797909407665505,0.6599635761585954,0.4582770198237945,0.34471853257432006,0.754819574888779,0.24518042511122096,0.6552814674256799
823,advanced-and-fourier,0.4156190476190476,0.3450347881087919,0.6094680966309176,0.5461374303041899,0.37705201313288406,0.6631467410046953,0.45704714098834726,0.3450347881087919,0.747240072499588,0.25275992750041193,0.654965211891208
824,advanced-and-fourier,0.44164156626506024,0.3709677419354839,0.6238760697649225,0.5633055878898049,0.40323135097971813,0.6743320202657839,0.4738654772084192,0.3709677419354839,0.7556434338441259,0.24435656615587412,0.6290322580645161
825,advanced-and-fourier,0.42054636398614853,0.3455580145431552,0.6126516464471404,0.5487058485963429,0.37938215897257893,0.6529367954058938,0.44427111426179794,0.3455580145431552,0.7518536826495305,0.2481463173504696,0.6544419854568447
826,advanced-and-fourier,0.4139976275207592,0.3310148593107809,0.6102686308492201,0.543411532472988,0.3678847505270555,0.6564565459071245,0.4485325796219738,0.3310148593107809,0.7558082056351952,0.24419179436480473,0.6689851406892191
827,advanced-and-fourier,0.4146718146718147,0.3395510591210876,0.6095103986135182,0.5448785119299622,0.373370415435425,0.6537777670812426,0.45387192999119585,0.3395510591210876,0.7502059647388367,0.24979403526116328,0.6604489408789124
828,advanced-and-fourier,0.4201483795392425,0.3401833702181473,0.6130849220103987,0.5477486302400673,0.3759608665269043,0.6610240012019016,0.45108431836712604,0.3401833702181473,0.7553138902619871,0.24468610973801286,0.6598166297818526
829,advanced-and-fourier,0.4169242658423493,0.34123972169512967,0.6108763947567978,0.5462995444857259,0.37530434782608696,0.6528244553020823,0.44846733043350373,0.34123972169512967,0.7513593672763222,0.2486406327236777,0.6587602783048704
830,advanced-and-fourier,0.7631726772272779,0.8401978973407545,0.8571608620762089,0.8530420712050508,0.799835158365713,0.9391295666203416,0.8958298927002984,0.8401978973407545,0.8658862450693472,0.13411375493065275,0.15980210265924552
831,advanced-and-fourier,0.7603510351035103,0.8358688930117502,0.8547601041929249,0.8501734234098643,0.7963235727331645,0.9393266900888312,0.8980215548515358,0.8358688930117502,0.8644779538079786,0.13552204619202138,0.16413110698824984
832,advanced-and-fourier,0.7587922650684157,0.8299319727891157,0.8526236188715708,0.8471138423558761,0.7927693761814744,0.935558734129981,0.8930507565349299,0.8299319727891157,0.8642957119226364,0.13570428807736354,0.17006802721088435
833,advanced-and-fourier,0.7638418079096045,0.8360128617363344,0.856488677897744,0.8515179152481379,0.798299480396788,0.9372432392374958,0.895244804117292,0.8360128617363344,0.8670229687599414,0.13297703124005852,0.1639871382636656
834,advanced-and-fourier,0.7625127104282002,0.8347557204700062,0.8555644246523547,0.8505118467472821,0.7970004723665564,0.9378849060706075,0.8955151812091524,0.8347557204700062,0.8662679730245578,0.13373202697544218,0.16524427952999382
835,advanced-and-fourier,0.7668299350723317,0.8326530612244898,0.8571608620762089,0.8512101035859057,0.7983870967741935,0.9376636281876862,0.8955252647636023,0.8326530612244898,0.8697671459473215,0.13023285405267845,0.1673469387755102
836,advanced-and-fourier,0.7601749075008409,0.8385899814471243,0.8553123555854304,0.8512519827072751,0.7974594213126324,0.9354591315409666,0.892213501734246,0.8385899814471243,0.8639139839674259,0.13608601603257411,0.1614100185528757
837,advanced-and-fourier,0.7584850528208587,0.8347557204700062,0.853589883628114,0.8490167455893739,0.7947947947947949,0.9358206163470373,0.8934707291320894,0.8347557204700062,0.8632777707087416,0.13672222929125843,0.16524427952999382
838,advanced-and-fourier,0.7676802186539119,0.833663121444472,0.8577910347435197,0.8519336794471835,0.799312266555997,0.9377136782955374,0.8950447837594167,0.833663121444472,0.8702042374498951,0.12979576255010497,0.16633687855552806
839,advanced-and-fourier,0.7579029385574354,0.842072718278506,0.8549762634961979,0.8518437651327633,0.7977738722905683,0.9378736151429081,0.8934046244902114,0.842072718278506,0.8616148119870204,0.13838518801297958,0.15792728172149395
840,advanced-and-fourier,0.8680912266283132,0.8582165346333537,0.9080428218501235,0.8958405711823624,0.8631256384065373,0.9609957591914972,0.931176562668278,0.8582165346333537,0.9334646077313711,0.06653539226862887,0.14178346536664635
841,advanced-and-fourier,0.8685465477918308,0.8509039203737558,0.90612132857535,0.8925988147832091,0.859634721937205,0.9624445921013014,0.9339686045282946,0.8509039203737558,0.9342937091926624,0.06570629080733754,0.14909607962624416
842,advanced-and-fourier,0.8673279603223807,0.8525289457647776,0.9061148857319333,0.8929933286037819,0.8598647818070068,0.9608939526081424,0.9328210051526383,0.8525289457647776,0.9334577114427861,0.06654228855721393,0.14747105423522242
843,advanced-and-fourier,0.8732187761944677,0.8466070702966274,0.9066639214878869,0.8919531361432355,0.8597070352795544,0.9614269367602524,0.9349718603194725,0.8466070702966274,0.9372992019898435,0.06270079801015649,0.15339292970337262
844,advanced-and-fourier,0.8774153334718471,0.8578102782855982,0.9114740598407906,0.8983320227576814,0.8675020542317172,0.961296893709399,0.9357392911258636,0.8578102782855982,0.9388537672297648,0.06114623277023526,0.14218972171440178
845,advanced-and-fourier,0.8685917555974053,0.8431850497664026,0.9039187427081189,0.8890469195764019,0.8556998556998556,0.961075416303276,0.9289980809438093,0.8431850497664026,0.9349087893864013,0.06509121061359867,0.1568149502335974
846,advanced-and-fourier,0.867344820427652,0.8488419341731004,0.9050854436895203,0.8913087274762279,0.8579936338433104,0.9603776315433185,0.9309815190505264,0.8488419341731004,0.9337755207793553,0.06622447922064463,0.15115806582689964
847,advanced-and-fourier,0.8717685679113665,0.8630916108064188,0.9108503191270332,0.8991556727332259,0.8674083903235685,0.9622798897381194,0.9321511473739816,0.8630916108064188,0.9352197346600332,0.06478026533996684,0.13690838919358114
848,advanced-and-fourier,0.8730290456431535,0.8547633556774324,0.9089286939811956,0.8956652599282684,0.8637996510315098,0.9639461281681511,0.9358984852267702,0.8547633556774324,0.9365671641791045,0.06343283582089553,0.14523664432256753
849,advanced-and-fourier,0.865182436611008,0.8525289457647776,0.9052978314575899,0.8923749506521059,0.8588090853284223,0.9609923382848484,0.9320505865646844,0.8525289457647776,0.9322209555394342,0.06777904446056586,0.14747105423522242
