,original_feature_name,features,importances,colors
247,fourier.value.1byte.245,$Fourier$ $raw$ $value$ $245$ $(1$ $byte)$,0.0012522549979207013,blue
248,fourier.value.1byte.26,$Fourier$ $raw$ $value$ $26$ $(1$ $byte)$,0.001250839577715721,blue
249,fourier.value.1byte.145,$Fourier$ $raw$ $value$ $145$ $(1$ $byte)$,0.001250539061698785,blue
250,fourier.value.1byte.248,$Fourier$ $raw$ $value$ $248$ $(1$ $byte)$,0.0012504105575169757,blue
251,fourier.value.1byte.209,$Fourier$ $raw$ $value$ $209$ $(1$ $byte)$,0.0012483246502336621,blue
252,fourier.value.1byte.118,$Fourier$ $raw$ $value$ $118$ $(1$ $byte)$,0.0012471268167683065,blue
253,fourier.value.1byte.228,$Fourier$ $raw$ $value$ $228$ $(1$ $byte)$,0.00124596598583266,blue
254,fourier.value.4byte.157,$Fourier$ $raw$ $value$ $157$ $(4$ $bytes)$,0.0012458001375151343,blue
255,fourier.value.1byte.204,$Fourier$ $raw$ $value$ $204$ $(1$ $byte)$,0.0012457286759193858,blue
256,fourier.value.1byte.47,$Fourier$ $raw$ $value$ $47$ $(1$ $byte)$,0.001245177522591438,blue
257,fourier.value.1byte.210,$Fourier$ $raw$ $value$ $210$ $(1$ $byte)$,0.0012418191599326922,blue
258,fourier.value.1byte.205,$Fourier$ $raw$ $value$ $205$ $(1$ $byte)$,0.0012411444531006425,blue
259,fourier.value.1byte.222,$Fourier$ $raw$ $value$ $222$ $(1$ $byte)$,0.001240134962298807,blue
260,fourier.value.1byte.224,$Fourier$ $raw$ $value$ $224$ $(1$ $byte)$,0.0012395527503233543,blue
261,fourier.value.1byte.193,$Fourier$ $raw$ $value$ $193$ $(1$ $byte)$,0.0012344687137129569,blue
262,fourier.value.1byte.219,$Fourier$ $raw$ $value$ $219$ $(1$ $byte)$,0.001233938347506213,blue
263,fourier.value.1byte.194,$Fourier$ $raw$ $value$ $194$ $(1$ $byte)$,0.0012330860893291693,blue
264,fourier.value.1byte.27,$Fourier$ $raw$ $value$ $27$ $(1$ $byte)$,0.001232323297387313,blue
265,fourier.value.4byte.129,$Fourier$ $raw$ $value$ $129$ $(4$ $bytes)$,0.0012318767812485212,blue
266,fourier.value.1byte.214,$Fourier$ $raw$ $value$ $214$ $(1$ $byte)$,0.0012315096707002844,blue
267,fourier.value.1byte.45,$Fourier$ $raw$ $value$ $45$ $(1$ $byte)$,0.0012278399205332229,blue
268,fourier.value.1byte.237,$Fourier$ $raw$ $value$ $237$ $(1$ $byte)$,0.001227646578595725,blue
269,fourier.value.1byte.247,$Fourier$ $raw$ $value$ $247$ $(1$ $byte)$,0.0012271347630472599,blue
270,fourier.value.1byte.13,$Fourier$ $raw$ $value$ $13$ $(1$ $byte)$,0.0012271233721703038,blue
271,fourier.value.1byte.12,$Fourier$ $raw$ $value$ $12$ $(1$ $byte)$,0.0012259027953424352,blue
272,fourier.value.1byte.109,$Fourier$ $raw$ $value$ $109$ $(1$ $byte)$,0.001225450568116265,blue
273,fourier.value.1byte.206,$Fourier$ $raw$ $value$ $206$ $(1$ $byte)$,0.0012250467897167202,blue
274,fourier.value.1byte.175,$Fourier$ $raw$ $value$ $175$ $(1$ $byte)$,0.0012240869298757071,blue
275,fourier.value.1byte.41,$Fourier$ $raw$ $value$ $41$ $(1$ $byte)$,0.0012227635847176287,blue
276,fourier.value.1byte.167,$Fourier$ $raw$ $value$ $167$ $(1$ $byte)$,0.0012222706666823791,blue
277,fourier.value.1byte.19,$Fourier$ $raw$ $value$ $19$ $(1$ $byte)$,0.0012188985529424344,blue
278,fourier.value.4byte.140,$Fourier$ $raw$ $value$ $140$ $(4$ $bytes)$,0.001218850396721153,blue
279,fourier.value.4byte.130,$Fourier$ $raw$ $value$ $130$ $(4$ $bytes)$,0.0012187993349951985,blue
280,fourier.value.1byte.240,$Fourier$ $raw$ $value$ $240$ $(1$ $byte)$,0.0012179647760059995,blue
281,fourier.value.4byte.158,$Fourier$ $raw$ $value$ $158$ $(4$ $bytes)$,0.0012151813963598062,blue
282,fourier.value.1byte.108,$Fourier$ $raw$ $value$ $108$ $(1$ $byte)$,0.0012141796632078353,blue
283,fourier.value.1byte.180,$Fourier$ $raw$ $value$ $180$ $(1$ $byte)$,0.0012141377046922563,blue
284,fourier.value.4byte.131,$Fourier$ $raw$ $value$ $131$ $(4$ $bytes)$,0.0012131841242042434,blue
285,fourier.value.1byte.48,$Fourier$ $raw$ $value$ $48$ $(1$ $byte)$,0.001213132531053162,blue
286,fourier.value.4byte.122,$Fourier$ $raw$ $value$ $122$ $(4$ $bytes)$,0.001212899680307592,blue
287,fourier.value.1byte.184,$Fourier$ $raw$ $value$ $184$ $(1$ $byte)$,0.0012128273043825613,blue
288,fourier.value.1byte.90,$Fourier$ $raw$ $value$ $90$ $(1$ $byte)$,0.0012127564634220004,blue
289,fourier.value.4byte.119,$Fourier$ $raw$ $value$ $119$ $(4$ $bytes)$,0.001212557248391971,blue
290,fourier.value.4byte.134,$Fourier$ $raw$ $value$ $134$ $(4$ $bytes)$,0.0012121635565918074,blue
291,fourier.value.1byte.81,$Fourier$ $raw$ $value$ $81$ $(1$ $byte)$,0.0012112821246736574,blue
292,fourier.value.4byte.31,$Fourier$ $raw$ $value$ $31$ $(4$ $bytes)$,0.001210827729624437,blue
293,fourier.value.4byte.242,$Fourier$ $raw$ $value$ $242$ $(4$ $bytes)$,0.0012093556733746259,blue
294,fourier.value.1byte.71,$Fourier$ $raw$ $value$ $71$ $(1$ $byte)$,0.0012089416134484583,blue
295,fourier.value.1byte.226,$Fourier$ $raw$ $value$ $226$ $(1$ $byte)$,0.0012082998120018936,blue
296,fourier.value.1byte.86,$Fourier$ $raw$ $value$ $86$ $(1$ $byte)$,0.0012081025006249878,blue
297,fourier.value.4byte.22,$Fourier$ $raw$ $value$ $22$ $(4$ $bytes)$,0.0012077432502141671,blue
298,fourier.value.1byte.165,$Fourier$ $raw$ $value$ $165$ $(1$ $byte)$,0.00120634029069958,blue
299,fourier.value.4byte.69,$Fourier$ $raw$ $value$ $69$ $(4$ $bytes)$,0.0012058156400789853,blue
300,fourier.value.1byte.200,$Fourier$ $raw$ $value$ $200$ $(1$ $byte)$,0.001205211629134139,blue
301,fourier.value.4byte.121,$Fourier$ $raw$ $value$ $121$ $(4$ $bytes)$,0.0012046481388760684,blue
302,fourier.value.1byte.179,$Fourier$ $raw$ $value$ $179$ $(1$ $byte)$,0.0012042578280392186,blue
303,fourier.value.1byte.77,$Fourier$ $raw$ $value$ $77$ $(1$ $byte)$,0.0012036939842021432,blue
304,fourier.value.1byte.157,$Fourier$ $raw$ $value$ $157$ $(1$ $byte)$,0.001202252798196872,blue
305,fourier.value.4byte.9,$Fourier$ $raw$ $value$ $9$ $(4$ $bytes)$,0.001202213245751278,blue
306,fourier.value.4byte.0,$Fourier$ $raw$ $value$ $0$ $(4$ $bytes)$,0.001202105182284621,blue
307,fourier.value.1byte.83,$Fourier$ $raw$ $value$ $83$ $(1$ $byte)$,0.0012013401961352475,blue
308,fourier.value.1byte.75,$Fourier$ $raw$ $value$ $75$ $(1$ $byte)$,0.001201032895375992,blue
309,fourier.value.1byte.98,$Fourier$ $raw$ $value$ $98$ $(1$ $byte)$,0.0012008584017735651,blue
310,fourier.value.4byte.19,$Fourier$ $raw$ $value$ $19$ $(4$ $bytes)$,0.0012006853454901015,blue
311,fourier.value.4byte.105,$Fourier$ $raw$ $value$ $105$ $(4$ $bytes)$,0.0012003050075965302,blue
312,fourier.value.1byte.79,$Fourier$ $raw$ $value$ $79$ $(1$ $byte)$,0.0011998921140038274,blue
313,fourier.value.1byte.36,$Fourier$ $raw$ $value$ $36$ $(1$ $byte)$,0.0011998412102123485,blue
314,fourier.value.4byte.218,$Fourier$ $raw$ $value$ $218$ $(4$ $bytes)$,0.0011997904542749335,blue
315,fourier.value.1byte.1,$Fourier$ $raw$ $value$ $1$ $(1$ $byte)$,0.0011993923381281855,blue
316,fourier.value.1byte.203,$Fourier$ $raw$ $value$ $203$ $(1$ $byte)$,0.001197896411756141,blue
317,fourier.value.1byte.52,$Fourier$ $raw$ $value$ $52$ $(1$ $byte)$,0.0011976686541405135,blue
318,fourier.value.1byte.23,$Fourier$ $raw$ $value$ $23$ $(1$ $byte)$,0.00119749590798799,blue
319,fourier.value.1byte.250,$Fourier$ $raw$ $value$ $250$ $(1$ $byte)$,0.0011968317010133496,blue
320,fourier.value.1byte.5,$Fourier$ $raw$ $value$ $5$ $(1$ $byte)$,0.0011955384157140364,blue
321,fourier.value.4byte.236,$Fourier$ $raw$ $value$ $236$ $(4$ $bytes)$,0.0011952286045833172,blue
322,fourier.value.4byte.24,$Fourier$ $raw$ $value$ $24$ $(4$ $bytes)$,0.001194714898351908,blue
323,fourier.value.4byte.47,$Fourier$ $raw$ $value$ $47$ $(4$ $bytes)$,0.0011946873928871575,blue
324,fourier.value.4byte.220,$Fourier$ $raw$ $value$ $220$ $(4$ $bytes)$,0.0011922363232023533,blue
325,fourier.value.4byte.102,$Fourier$ $raw$ $value$ $102$ $(4$ $bytes)$,0.0011918980791816277,blue
326,fourier.value.1byte.225,$Fourier$ $raw$ $value$ $225$ $(1$ $byte)$,0.0011904536232180223,blue
327,fourier.value.1byte.74,$Fourier$ $raw$ $value$ $74$ $(1$ $byte)$,0.0011894047695185132,blue
328,fourier.value.1byte.215,$Fourier$ $raw$ $value$ $215$ $(1$ $byte)$,0.001189127499404533,blue
329,fourier.value.1byte.85,$Fourier$ $raw$ $value$ $85$ $(1$ $byte)$,0.0011886379917006524,blue
330,fourier.value.1byte.115,$Fourier$ $raw$ $value$ $115$ $(1$ $byte)$,0.0011883847236950856,blue
331,fourier.value.4byte.14,$Fourier$ $raw$ $value$ $14$ $(4$ $bytes)$,0.001186742606957207,blue
332,fourier.value.1byte.54,$Fourier$ $raw$ $value$ $54$ $(1$ $byte)$,0.0011866811417611896,blue
333,fourier.value.1byte.246,$Fourier$ $raw$ $value$ $246$ $(1$ $byte)$,0.00118649636009212,blue
334,fourier.value.1byte.239,$Fourier$ $raw$ $value$ $239$ $(1$ $byte)$,0.0011862014707593432,blue
335,fourier.value.1byte.170,$Fourier$ $raw$ $value$ $170$ $(1$ $byte)$,0.001185315134994336,blue
336,fourier.value.1byte.139,$Fourier$ $raw$ $value$ $139$ $(1$ $byte)$,0.0011846555265930554,blue
337,fourier.value.1byte.230,$Fourier$ $raw$ $value$ $230$ $(1$ $byte)$,0.0011826961504169153,blue
338,fourier.value.1byte.183,$Fourier$ $raw$ $value$ $183$ $(1$ $byte)$,0.0011825348630860894,blue
339,fourier.value.4byte.98,$Fourier$ $raw$ $value$ $98$ $(4$ $bytes)$,0.0011820323611302361,blue
340,fourier.value.1byte.106,$Fourier$ $raw$ $value$ $106$ $(1$ $byte)$,0.0011819024555914976,blue
341,fourier.value.1byte.166,$Fourier$ $raw$ $value$ $166$ $(1$ $byte)$,0.0011817942456337591,blue
342,fourier.value.4byte.148,$Fourier$ $raw$ $value$ $148$ $(4$ $bytes)$,0.0011814199558456832,blue
343,fourier.value.4byte.232,$Fourier$ $raw$ $value$ $232$ $(4$ $bytes)$,0.001181117649929597,blue
344,fourier.value.1byte.220,$Fourier$ $raw$ $value$ $220$ $(1$ $byte)$,0.0011809305060779033,blue
345,fourier.value.4byte.183,$Fourier$ $raw$ $value$ $183$ $(4$ $bytes)$,0.0011793041611989376,blue
346,fourier.value.4byte.111,$Fourier$ $raw$ $value$ $111$ $(4$ $bytes)$,0.0011790276518385536,blue
347,fourier.value.1byte.58,$Fourier$ $raw$ $value$ $58$ $(1$ $byte)$,0.0011790189388512682,blue
348,fourier.value.1byte.229,$Fourier$ $raw$ $value$ $229$ $(1$ $byte)$,0.001178743570646447,blue
349,fourier.value.1byte.144,$Fourier$ $raw$ $value$ $144$ $(1$ $byte)$,0.0011779631964392485,blue
350,fourier.value.1byte.15,$Fourier$ $raw$ $value$ $15$ $(1$ $byte)$,0.0011776287153015886,blue
351,fourier.value.1byte.196,$Fourier$ $raw$ $value$ $196$ $(1$ $byte)$,0.0011768444140571885,blue
352,fourier.value.4byte.237,$Fourier$ $raw$ $value$ $237$ $(4$ $bytes)$,0.0011764088542586685,blue
353,fourier.value.1byte.105,$Fourier$ $raw$ $value$ $105$ $(1$ $byte)$,0.0011757555129822794,blue
354,fourier.value.1byte.153,$Fourier$ $raw$ $value$ $153$ $(1$ $byte)$,0.0011727284185215237,blue
355,fourier.value.4byte.115,$Fourier$ $raw$ $value$ $115$ $(4$ $bytes)$,0.0011722377860372113,blue
356,fourier.value.1byte.22,$Fourier$ $raw$ $value$ $22$ $(1$ $byte)$,0.001172167514757216,blue
357,fourier.value.4byte.113,$Fourier$ $raw$ $value$ $113$ $(4$ $bytes)$,0.001170594900888641,blue
358,fourier.value.1byte.55,$Fourier$ $raw$ $value$ $55$ $(1$ $byte)$,0.00117038949463049,blue
359,fourier.value.4byte.15,$Fourier$ $raw$ $value$ $15$ $(4$ $bytes)$,0.0011702690898186022,blue
360,fourier.value.4byte.25,$Fourier$ $raw$ $value$ $25$ $(4$ $bytes)$,0.0011702405905596148,blue
361,fourier.value.1byte.37,$Fourier$ $raw$ $value$ $37$ $(1$ $byte)$,0.0011698886897001746,blue
362,fourier.value.1byte.82,$Fourier$ $raw$ $value$ $82$ $(1$ $byte)$,0.0011692272797672561,blue
363,fourier.value.1byte.63,$Fourier$ $raw$ $value$ $63$ $(1$ $byte)$,0.0011690572868832021,blue
364,fourier.value.1byte.111,$Fourier$ $raw$ $value$ $111$ $(1$ $byte)$,0.0011678565652616186,blue
365,fourier.value.4byte.93,$Fourier$ $raw$ $value$ $93$ $(4$ $bytes)$,0.0011669741235382856,blue
366,fourier.value.4byte.117,$Fourier$ $raw$ $value$ $117$ $(4$ $bytes)$,0.001166939642818649,blue
367,advanced.moment_full.15,$15^{th}$ ${moment}$,0.0011665640109488613,red
368,fourier.value.1byte.32,$Fourier$ $raw$ $value$ $32$ $(1$ $byte)$,0.0011661405005080833,blue
369,fourier.value.4byte.146,$Fourier$ $raw$ $value$ $146$ $(4$ $bytes)$,0.0011659709582251202,blue
370,fourier.value.4byte.37,$Fourier$ $raw$ $value$ $37$ $(4$ $bytes)$,0.001163897523286586,blue
371,fourier.value.4byte.17,$Fourier$ $raw$ $value$ $17$ $(4$ $bytes)$,0.0011634311943809039,blue
372,fourier.value.4byte.153,$Fourier$ $raw$ $value$ $153$ $(4$ $bytes)$,0.0011633619091274143,blue
373,fourier.value.4byte.27,$Fourier$ $raw$ $value$ $27$ $(4$ $bytes)$,0.0011632572486871171,blue
374,fourier.value.4byte.63,$Fourier$ $raw$ $value$ $63$ $(4$ $bytes)$,0.0011630545704329248,blue
375,fourier.value.1byte.31,$Fourier$ $raw$ $value$ $31$ $(1$ $byte)$,0.001163023379127843,blue
376,fourier.value.4byte.227,$Fourier$ $raw$ $value$ $227$ $(4$ $bytes)$,0.0011628734121963817,blue
377,fourier.value.1byte.21,$Fourier$ $raw$ $value$ $21$ $(1$ $byte)$,0.0011626047901556625,blue
378,fourier.value.1byte.176,$Fourier$ $raw$ $value$ $176$ $(1$ $byte)$,0.0011625863385577532,blue
379,fourier.value.1byte.232,$Fourier$ $raw$ $value$ $232$ $(1$ $byte)$,0.0011622373565238597,blue
380,fourier.value.1byte.169,$Fourier$ $raw$ $value$ $169$ $(1$ $byte)$,0.0011614717565899216,blue
381,fourier.value.4byte.85,$Fourier$ $raw$ $value$ $85$ $(4$ $bytes)$,0.0011608946825436349,blue
382,fourier.value.4byte.161,$Fourier$ $raw$ $value$ $161$ $(4$ $bytes)$,0.001159589276756961,blue
383,fourier.value.4byte.28,$Fourier$ $raw$ $value$ $28$ $(4$ $bytes)$,0.0011593296864645035,blue
384,fourier.value.1byte.29,$Fourier$ $raw$ $value$ $29$ $(1$ $byte)$,0.0011589871764382557,blue
385,fourier.value.4byte.191,$Fourier$ $raw$ $value$ $191$ $(4$ $bytes)$,0.0011588621907406666,blue
386,fourier.value.4byte.145,$Fourier$ $raw$ $value$ $145$ $(4$ $bytes)$,0.0011583229046763178,blue
387,fourier.value.4byte.197,$Fourier$ $raw$ $value$ $197$ $(4$ $bytes)$,0.0011579234863845966,blue
388,fourier.value.4byte.86,$Fourier$ $raw$ $value$ $86$ $(4$ $bytes)$,0.0011571217821840004,blue
389,fourier.value.4byte.162,$Fourier$ $raw$ $value$ $162$ $(4$ $bytes)$,0.0011569694817525303,blue
390,fourier.value.1byte.0,$Fourier$ $raw$ $value$ $0$ $(1$ $byte)$,0.0011569163736630387,blue
391,fourier.value.1byte.136,$Fourier$ $raw$ $value$ $136$ $(1$ $byte)$,0.0011562421221089718,blue
392,fourier.value.4byte.90,$Fourier$ $raw$ $value$ $90$ $(4$ $bytes)$,0.0011560337622437671,blue
393,fourier.value.4byte.44,$Fourier$ $raw$ $value$ $44$ $(4$ $bytes)$,0.0011559383675065456,blue
394,fourier.value.1byte.192,$Fourier$ $raw$ $value$ $192$ $(1$ $byte)$,0.0011553528018339405,blue
395,fourier.value.4byte.221,$Fourier$ $raw$ $value$ $221$ $(4$ $bytes)$,0.0011537886289881315,blue
396,fourier.value.4byte.12,$Fourier$ $raw$ $value$ $12$ $(4$ $bytes)$,0.0011533775385051128,blue
397,fourier.value.4byte.241,$Fourier$ $raw$ $value$ $241$ $(4$ $bytes)$,0.0011524535619357452,blue
398,fourier.value.4byte.208,$Fourier$ $raw$ $value$ $208$ $(4$ $bytes)$,0.0011521377796378292,blue
399,fourier.value.4byte.75,$Fourier$ $raw$ $value$ $75$ $(4$ $bytes)$,0.0011518976217020185,blue
400,fourier.value.4byte.202,$Fourier$ $raw$ $value$ $202$ $(4$ $bytes)$,0.0011507311129034046,blue
401,fourier.value.4byte.173,$Fourier$ $raw$ $value$ $173$ $(4$ $bytes)$,0.0011505220391797365,blue
402,fourier.value.4byte.70,$Fourier$ $raw$ $value$ $70$ $(4$ $bytes)$,0.0011501578650058514,blue
403,fourier.value.4byte.56,$Fourier$ $raw$ $value$ $56$ $(4$ $bytes)$,0.0011491643385446964,blue
404,fourier.value.1byte.68,$Fourier$ $raw$ $value$ $68$ $(1$ $byte)$,0.0011491170931575117,blue
405,fourier.value.4byte.211,$Fourier$ $raw$ $value$ $211$ $(4$ $bytes)$,0.001149099506133067,blue
406,fourier.value.1byte.94,$Fourier$ $raw$ $value$ $94$ $(1$ $byte)$,0.001149098350555012,blue
407,fourier.value.4byte.167,$Fourier$ $raw$ $value$ $167$ $(4$ $bytes)$,0.0011482055406411133,blue
408,fourier.value.4byte.101,$Fourier$ $raw$ $value$ $101$ $(4$ $bytes)$,0.0011477643222535133,blue
409,fourier.value.1byte.233,$Fourier$ $raw$ $value$ $233$ $(1$ $byte)$,0.00114764428940731,blue
410,fourier.value.4byte.82,$Fourier$ $raw$ $value$ $82$ $(4$ $bytes)$,0.001147491772948721,blue
411,fourier.value.4byte.68,$Fourier$ $raw$ $value$ $68$ $(4$ $bytes)$,0.0011474444902760512,blue
412,fourier.value.4byte.16,$Fourier$ $raw$ $value$ $16$ $(4$ $bytes)$,0.0011471695663477063,blue
413,fourier.value.4byte.116,$Fourier$ $raw$ $value$ $116$ $(4$ $bytes)$,0.001147139609082272,blue
414,fourier.value.4byte.100,$Fourier$ $raw$ $value$ $100$ $(4$ $bytes)$,0.0011470130303586174,blue
415,fourier.value.4byte.80,$Fourier$ $raw$ $value$ $80$ $(4$ $bytes)$,0.0011462688293296958,blue
416,fourier.value.4byte.35,$Fourier$ $raw$ $value$ $35$ $(4$ $bytes)$,0.0011462640645746737,blue
417,fourier.value.4byte.226,$Fourier$ $raw$ $value$ $226$ $(4$ $bytes)$,0.0011456176753274867,blue
418,fourier.value.4byte.60,$Fourier$ $raw$ $value$ $60$ $(4$ $bytes)$,0.0011453519184548534,blue
419,fourier.value.4byte.207,$Fourier$ $raw$ $value$ $207$ $(4$ $bytes)$,0.0011448904869449058,blue
420,fourier.value.4byte.58,$Fourier$ $raw$ $value$ $58$ $(4$ $bytes)$,0.0011443469057483423,blue
421,fourier.value.4byte.136,$Fourier$ $raw$ $value$ $136$ $(4$ $bytes)$,0.0011435065934989174,blue
422,fourier.value.1byte.18,$Fourier$ $raw$ $value$ $18$ $(1$ $byte)$,0.0011432979619953954,blue
423,fourier.value.4byte.192,$Fourier$ $raw$ $value$ $192$ $(4$ $bytes)$,0.001142813511468052,blue
424,fourier.value.4byte.188,$Fourier$ $raw$ $value$ $188$ $(4$ $bytes)$,0.0011426595171260886,blue
425,fourier.value.4byte.57,$Fourier$ $raw$ $value$ $57$ $(4$ $bytes)$,0.0011425654765095982,blue
426,fourier.value.4byte.240,$Fourier$ $raw$ $value$ $240$ $(4$ $bytes)$,0.0011422833662635727,blue
427,fourier.value.4byte.168,$Fourier$ $raw$ $value$ $168$ $(4$ $bytes)$,0.0011422208754270865,blue
428,fourier.value.4byte.23,$Fourier$ $raw$ $value$ $23$ $(4$ $bytes)$,0.0011419172797627712,blue
429,fourier.value.4byte.190,$Fourier$ $raw$ $value$ $190$ $(4$ $bytes)$,0.0011418848234634378,blue
430,fourier.value.4byte.204,$Fourier$ $raw$ $value$ $204$ $(4$ $bytes)$,0.001141879790968483,blue
431,fourier.value.4byte.224,$Fourier$ $raw$ $value$ $224$ $(4$ $bytes)$,0.0011418382495320249,blue
432,fourier.value.1byte.143,$Fourier$ $raw$ $value$ $143$ $(1$ $byte)$,0.001141816414344748,blue
433,fourier.value.4byte.213,$Fourier$ $raw$ $value$ $213$ $(4$ $bytes)$,0.0011413482701834131,blue
434,fourier.value.4byte.171,$Fourier$ $raw$ $value$ $171$ $(4$ $bytes)$,0.0011410661093062262,blue
435,fourier.value.4byte.13,$Fourier$ $raw$ $value$ $13$ $(4$ $bytes)$,0.0011409836574444406,blue
436,fourier.value.4byte.84,$Fourier$ $raw$ $value$ $84$ $(4$ $bytes)$,0.0011409144466211036,blue
437,fourier.value.4byte.149,$Fourier$ $raw$ $value$ $149$ $(4$ $bytes)$,0.0011407812994976207,blue
438,fourier.value.4byte.151,$Fourier$ $raw$ $value$ $151$ $(4$ $bytes)$,0.001140575184595571,blue
439,fourier.value.4byte.45,$Fourier$ $raw$ $value$ $45$ $(4$ $bytes)$,0.001140552324972667,blue
440,fourier.value.4byte.26,$Fourier$ $raw$ $value$ $26$ $(4$ $bytes)$,0.0011404345264743342,blue
441,fourier.value.4byte.135,$Fourier$ $raw$ $value$ $135$ $(4$ $bytes)$,0.0011403119613081377,blue
442,fourier.value.4byte.83,$Fourier$ $raw$ $value$ $83$ $(4$ $bytes)$,0.001140179004312207,blue
443,fourier.value.4byte.40,$Fourier$ $raw$ $value$ $40$ $(4$ $bytes)$,0.0011401419597861142,blue
444,fourier.value.4byte.88,$Fourier$ $raw$ $value$ $88$ $(4$ $bytes)$,0.001139125584638081,blue
445,fourier.value.1byte.173,$Fourier$ $raw$ $value$ $173$ $(1$ $byte)$,0.0011388050862917024,blue
446,fourier.value.4byte.55,$Fourier$ $raw$ $value$ $55$ $(4$ $bytes)$,0.0011384060264655234,blue
447,fourier.value.4byte.74,$Fourier$ $raw$ $value$ $74$ $(4$ $bytes)$,0.0011379062880886514,blue
448,fourier.value.4byte.234,$Fourier$ $raw$ $value$ $234$ $(4$ $bytes)$,0.001137169261009911,blue
449,fourier.value.4byte.244,$Fourier$ $raw$ $value$ $244$ $(4$ $bytes)$,0.0011369645435239288,blue
450,fourier.value.4byte.225,$Fourier$ $raw$ $value$ $225$ $(4$ $bytes)$,0.0011368267099720955,blue
451,fourier.value.4byte.235,$Fourier$ $raw$ $value$ $235$ $(4$ $bytes)$,0.0011366389858242854,blue
452,fourier.value.4byte.150,$Fourier$ $raw$ $value$ $150$ $(4$ $bytes)$,0.0011365445845562838,blue
453,fourier.value.4byte.228,$Fourier$ $raw$ $value$ $228$ $(4$ $bytes)$,0.0011360684682422508,blue
454,fourier.value.4byte.138,$Fourier$ $raw$ $value$ $138$ $(4$ $bytes)$,0.0011356629264385513,blue
455,fourier.value.4byte.181,$Fourier$ $raw$ $value$ $181$ $(4$ $bytes)$,0.001135617299900665,blue
456,fourier.value.4byte.39,$Fourier$ $raw$ $value$ $39$ $(4$ $bytes)$,0.0011354300674949278,blue
457,fourier.value.4byte.223,$Fourier$ $raw$ $value$ $223$ $(4$ $bytes)$,0.0011351281871775803,blue
458,fourier.value.4byte.189,$Fourier$ $raw$ $value$ $189$ $(4$ $bytes)$,0.001134988273759096,blue
459,fourier.value.4byte.30,$Fourier$ $raw$ $value$ $30$ $(4$ $bytes)$,0.0011348324968968532,blue
460,fourier.value.4byte.210,$Fourier$ $raw$ $value$ $210$ $(4$ $bytes)$,0.0011345953011593637,blue
461,fourier.value.4byte.137,$Fourier$ $raw$ $value$ $137$ $(4$ $bytes)$,0.0011344582071319389,blue
462,fourier.value.4byte.77,$Fourier$ $raw$ $value$ $77$ $(4$ $bytes)$,0.001134366605733167,blue
463,fourier.value.4byte.206,$Fourier$ $raw$ $value$ $206$ $(4$ $bytes)$,0.001133907793080463,blue
464,fourier.value.4byte.159,$Fourier$ $raw$ $value$ $159$ $(4$ $bytes)$,0.0011338219269898578,blue
465,fourier.value.4byte.187,$Fourier$ $raw$ $value$ $187$ $(4$ $bytes)$,0.0011335647210832488,blue
466,fourier.value.4byte.141,$Fourier$ $raw$ $value$ $141$ $(4$ $bytes)$,0.00113351580528272,blue
467,fourier.value.4byte.106,$Fourier$ $raw$ $value$ $106$ $(4$ $bytes)$,0.0011333298918131864,blue
468,fourier.value.4byte.48,$Fourier$ $raw$ $value$ $48$ $(4$ $bytes)$,0.0011329452445656223,blue
469,fourier.value.4byte.49,$Fourier$ $raw$ $value$ $49$ $(4$ $bytes)$,0.001132903394914259,blue
470,fourier.value.4byte.114,$Fourier$ $raw$ $value$ $114$ $(4$ $bytes)$,0.0011328988797804028,blue
471,fourier.value.4byte.81,$Fourier$ $raw$ $value$ $81$ $(4$ $bytes)$,0.0011327504653397664,blue
472,fourier.value.4byte.38,$Fourier$ $raw$ $value$ $38$ $(4$ $bytes)$,0.0011327293480547106,blue
473,fourier.value.4byte.71,$Fourier$ $raw$ $value$ $71$ $(4$ $bytes)$,0.001132716142323708,blue
474,fourier.value.4byte.163,$Fourier$ $raw$ $value$ $163$ $(4$ $bytes)$,0.0011326850721248122,blue
475,fourier.value.4byte.73,$Fourier$ $raw$ $value$ $73$ $(4$ $bytes)$,0.0011326444950107662,blue
476,fourier.value.4byte.178,$Fourier$ $raw$ $value$ $178$ $(4$ $bytes)$,0.0011326210743411805,blue
477,fourier.value.4byte.36,$Fourier$ $raw$ $value$ $36$ $(4$ $bytes)$,0.0011319625602678697,blue
478,fourier.value.4byte.87,$Fourier$ $raw$ $value$ $87$ $(4$ $bytes)$,0.0011318883967360595,blue
479,fourier.value.4byte.185,$Fourier$ $raw$ $value$ $185$ $(4$ $bytes)$,0.0011316518808474492,blue
480,fourier.value.4byte.214,$Fourier$ $raw$ $value$ $214$ $(4$ $bytes)$,0.0011314919411297831,blue
481,fourier.value.4byte.42,$Fourier$ $raw$ $value$ $42$ $(4$ $bytes)$,0.0011311669930871215,blue
482,fourier.value.4byte.177,$Fourier$ $raw$ $value$ $177$ $(4$ $bytes)$,0.001131053264434068,blue
483,fourier.value.4byte.52,$Fourier$ $raw$ $value$ $52$ $(4$ $bytes)$,0.0011308682588206738,blue
484,fourier.value.4byte.79,$Fourier$ $raw$ $value$ $79$ $(4$ $bytes)$,0.0011307877610014067,blue
485,fourier.value.4byte.179,$Fourier$ $raw$ $value$ $179$ $(4$ $bytes)$,0.0011304951036941618,blue
