run_name,precision,recall,accuracy,balanced_accuracy,f1,roc_auc,auc_pr,tpr,tnr,fpr,fnr
advanced-and-fourier,0.9018066114355358,0.9563664578684152,0.9145057397775828,0.8847678192746489,0.9266366750066316,0.949054769808383,0.9591563575289092,0.9563664578684152,0.8131691806808825,0.1868308193191175,0.04363354213158481
advanced-and-fourier-min,0.906098652263085,0.9423112480330296,0.9123798745662898,0.8891248101998827,0.9231668147583066,0.9514715075202754,0.9614555924457737,0.9423112480330296,0.8359383723667355,0.16406162763326437,0.057688751966970486
advanced-only,0.8720795542560567,0.9218884205671307,0.8803529512718071,0.8486957239652752,0.8955867653195834,0.9275264656095261,0.9403579230625547,0.9218884205671307,0.7755030273634195,0.22449697263658056,0.07811157943286916
baseline-advanced-and-fourier,0.9030566218262635,0.9569924143441682,0.9156298043060228,0.8862903208330228,0.9276423062452923,0.9501912618299585,0.9601783330233415,0.9569924143441682,0.8155882273218774,0.18441177267812256,0.04300758565583176
baseline-advanced-and-fourier-min,0.9098913062626917,0.9463249080737098,0.9165621074602804,0.8935861286471781,0.9270420794796199,0.9545697743228277,0.9642619031419879,0.9463249080737098,0.8408473492206464,0.1591526507793536,0.053675091926290136
baseline-and-advanced,0.888028124202626,0.9338688650127163,0.8967409967050805,0.8685119901869287,0.9096426894814473,0.9410905009739488,0.9524501162352337,0.9338688650127163,0.8031551153611409,0.1968448846388591,0.06613113498728367
baseline-and-fourier,0.8778650425528293,0.9603922929121342,0.8972268242511584,0.8561454478651422,0.9144053953428664,0.9236842596475737,0.9370030250719498,0.9603922929121342,0.7518986028181504,0.24810139718184962,0.0396077070878658
baseline-and-fourier-min,0.8830329675322759,0.9481834334687798,0.897908029266633,0.864937705672426,0.9129837639920495,0.927183872275346,0.9413035264498014,0.9481834334687798,0.7816919778760721,0.21830802212392778,0.0518165665312202
baseline-only,0.8590005827457339,0.9187637881332031,0.8691776595517962,0.8317258425079401,0.8868345212226239,0.9054244582328523,0.9219803972856155,0.9187637881332031,0.7446878968826772,0.2553121031173228,0.08123621186679689
fourier-min-only,0.835966652754434,0.9576457398793863,0.8638454778973657,0.81902980298994,0.8894463506227983,0.8800189757468498,0.8936460023820013,0.9576457398793863,0.6804138661004937,0.3195861338995062,0.042354260120613656
fourier-only,0.8705323867594258,0.9579730836568167,0.8907264252017509,0.8475036167850182,0.9091229363341141,0.9095248095892549,0.9242394993142296,0.9579730836568167,0.7370341499132198,0.26296585008678025,0.04202691634318333
