run_name,precision-mean,precision-std,recall-mean,recall-std,accuracy-mean,accuracy-std,balanced_accuracy-mean,balanced_accuracy-std,f1-mean,f1-std,roc_auc-mean,roc_auc-std,auc_pr-mean,auc_pr-std,tpr-mean,tpr-std,tnr-mean,tnr-std,fpr-mean,fpr-std,fnr-mean,fnr-std
advanced-and-fourier,0.8471463348028629,0.11852622653744438,0.9510282807206094,0.08808559111548488,0.8713655783112505,0.09918830024743325,0.8300789450613113,0.12902334446610034,0.8928395222260155,0.09571308028099837,0.9031947189426016,0.09175372115510098,0.9119285084404515,0.10171605979637235,0.9510282807206094,0.08808559111548488,0.709129609402013,0.2377101048307869,0.29087039059798697,0.23771010483078686,0.04897171927939056,0.08808559111548485
advanced-and-fourier-min,0.837803835478617,0.11836121203510958,0.9454757671076922,0.09410555206066823,0.8627253569074252,0.09994111411159219,0.8186141516771335,0.12922696824259272,0.8852696018260179,0.09849897858461439,0.8929725544680661,0.09240794148244179,0.9012475075413309,0.10306153940315074,0.9454757671076922,0.09410555206066823,0.6917525362465748,0.23810557339169397,0.3082474637534251,0.23810557339169394,0.05452423289230778,0.09410555206066808
advanced-only,0.8021185895302707,0.11686347535569425,0.9350579230000056,0.1347355060267146,0.8282757755525165,0.10037778209757256,0.7654582242717232,0.13538926363678414,0.8564702286214927,0.11288083110658943,0.8651436181853364,0.09530154795210523,0.8857450481147061,0.10040743150984603,0.9350579230000056,0.1347355060267146,0.5958585255434408,0.2701855553693824,0.4041414744565593,0.27018555536938244,0.06494207699999445,0.1347355060267146
baseline-advanced-and-fourier,0.8480475384270106,0.11743264693352376,0.9509448896599094,0.08673444988198915,0.8721614382011137,0.09814976917178984,0.8309993086358102,0.12816307034591093,0.8934489891464229,0.09461820897310057,0.9046749825990962,0.09014367401021939,0.9140747110049255,0.09850171057688814,0.9509448896599094,0.08673444988198915,0.711053727611711,0.2361800388817389,0.288946272388289,0.23618003888173902,0.04905511034009056,0.08673444988198918
baseline-advanced-and-fourier-min,0.8392546294861055,0.11742934736606643,0.9458812695942451,0.0928277275278612,0.864071821263316,0.09902903221733887,0.8203281181808572,0.12851528177124422,0.8863464901193226,0.09750235452243547,0.8954635832608522,0.0913839523476203,0.9048094203929521,0.10112613241667673,0.9458812695942451,0.0928277275278612,0.6947749667674691,0.23679324172647542,0.3052250332325309,0.23679324172647542,0.054118730405754954,0.09282772752786118
baseline-and-advanced,0.8020378301901177,0.11649854238236733,0.9367916602727498,0.12600227445706796,0.8292675092805728,0.09943964074529385,0.7668956085932578,0.13416569935207195,0.8583751451005038,0.10795374145063305,0.8669576800454327,0.09369161417860732,0.8871820740097078,0.09900943239890768,0.9367916602727498,0.12600227445706796,0.5969995569137657,0.2663405722794157,0.4030004430862343,0.26634057227941565,0.06320833972725023,0.12600227445706796
baseline-and-fourier,0.8324158642280772,0.12519994431358838,0.9508412506724143,0.08169536715771115,0.8580142258138577,0.10438411942179734,0.8101186110428734,0.1408719168489394,0.8842840562007312,0.09707563798861721,0.8826245038901984,0.11233939090194815,0.8965783434057896,0.1138995733393673,0.9508412506724143,0.08169536715771115,0.6693959714133325,0.26916472042606493,0.33060402858666743,0.2691647204260649,0.04915874932758572,0.0816953671577112
baseline-and-fourier-min,0.8137813397606272,0.124990828246643,0.9420786758441516,0.08999720705561084,0.8402783941207393,0.1046495089581705,0.7867557338363013,0.13997777963905464,0.8699054812690848,0.10003995199527228,0.8602629758851871,0.11847751032353754,0.8763377372558459,0.11881983948571029,0.9420786758441516,0.08999720705561084,0.6314327918284509,0.2692837287475644,0.36856720817154903,0.2692837287475644,0.057921324155848386,0.0899972070556108
baseline-only,0.7682281278222693,0.1334844350808845,0.9360509441236512,0.13371285367688354,0.7977084013998846,0.11376165690443027,0.7283950709024265,0.15037360812497408,0.8378885451521934,0.12057804547940817,0.7755871597255536,0.13330731438484958,0.7867506458664255,0.15625415939724455,0.9360509441236512,0.13371285367688354,0.5207391976812018,0.2884264242643705,0.47926080231879814,0.2884264242643705,0.06394905587634887,0.13371285367688357
fourier-min-only,0.8015065461914358,0.13382647300692113,0.9425538494698334,0.08940190205567738,0.8288926394930038,0.11299561379170525,0.7730954517265611,0.14757952522878262,0.8626328944324331,0.1060997423132827,0.8365384517153226,0.13912010768528515,0.8502094327465813,0.14304977204234534,0.9425538494698334,0.08940190205567738,0.6036370539832888,0.2807074089655884,0.3963629460167112,0.2807074089655884,0.05744615053016652,0.08940190205567744
fourier-only,0.8241898746860082,0.13403565659298133,0.9511009640112698,0.08293781213195504,0.8501450991329786,0.11183132056676047,0.8011038321885384,0.14796714976375652,0.8791373541671381,0.10275371624738265,0.8679744661145831,0.1269473835861779,0.8802013265584818,0.13317868744602962,0.9511009640112698,0.08293781213195504,0.6511067003658072,0.28169872780699345,0.3488932996341928,0.28169872780699345,0.04889903598873018,0.08293781213195496
