,run_name,precision,recall,accuracy,balanced_accuracy,f1,roc_auc,auc_pr,tpr,tnr,fpr,fnr
0,advanced-and-fourier-min,0.7363745859680819,0.993499898435913,0.8188928390045709,0.8188751015950391,0.8458279290964116,0.8405412470287037,0.8782388423029973,0.993499898435913,0.644250304754165,0.35574969524583505,0.006500101564086939
1,advanced-and-fourier-min,0.7361362266425557,0.9922811293926468,0.8183018484663823,0.8183018484663823,0.8452288260230124,0.8374843192518018,0.8761001432082364,0.9922811293926468,0.6443225675401179,0.3556774324598822,0.00771887060735324
2,advanced-and-fourier-min,0.7338032393521295,0.9939061547836685,0.8166768230753606,0.8166768230753605,0.8442757311707358,0.8382692489320298,0.8769917736755272,0.9939061547836685,0.6394474913670526,0.3605525086329474,0.006093845216331505
3,advanced-and-fourier-min,0.7342552232075755,0.9922811293926468,0.8165752589884216,0.8165752589884216,0.8439875604699378,0.834523033963336,0.8745840793399606,0.9922811293926468,0.6408693885841966,0.3591306114158034,0.00771887060735324
4,advanced-and-fourier-min,0.7354576882609349,0.9939061547836685,0.8182002843794435,0.8182002843794434,0.8453697304768487,0.8375596000466912,0.876310444888426,0.9939061547836685,0.6424944139752183,0.35750558602478166,0.006093845216331505
5,advanced-and-fourier-min,0.7426013052056458,0.9939061547836685,0.8246825799898425,0.8246653894600993,0.8500694927032663,0.8441931176939166,0.8803621466656237,0.9939061547836685,0.6554246241365299,0.34457537586347015,0.006093845216331505
6,advanced-and-fourier-min,0.7337526205450734,0.9953280520008125,0.817083079423116,0.817083079423116,0.8447547625204724,0.8384743163754935,0.8771922460360043,0.9953280520008125,0.6388381068454194,0.3611618931545805,0.004671947999187487
7,advanced-and-fourier-min,0.742472386140112,0.9967499492179566,0.8255128986390412,0.8255128986390412,0.851023239680888,0.8449239969303425,0.8810801818340416,0.9967499492179566,0.654275848060126,0.34572415193987405,0.0032500507820434695
8,advanced-and-fourier-min,0.7421803826298208,0.9930922389272654,0.8240731335703403,0.8240902998414511,0.8494960027806744,0.8440333430646667,0.8801560134370167,0.9930922389272654,0.6550883607556368,0.3449116392443632,0.00690776107273466
9,advanced-and-fourier-min,0.7406846410178733,0.9934985778138968,0.8228542407313357,0.8228715720676227,0.8486636584519264,0.8444953750578907,0.8804141738668299,0.9934985778138968,0.6522445663213488,0.34775543367865125,0.00650142218610321
10,advanced-and-fourier-min,0.5187201055583045,0.9946236559139785,0.5359683794466403,0.5360408826518992,0.6818428184281844,0.5726880300629732,0.7633810181443998,0.9946236559139785,0.07745810938981978,0.9225418906101802,0.005376344086021506
11,advanced-and-fourier-min,0.5206679894179894,0.9958886780518659,0.539604743083004,0.5396768714318767,0.6838219326818675,0.5789206037631109,0.7646060085218969,0.9958886780518659,0.08346506481188745,0.9165349351881126,0.004111321948134092
12,advanced-and-fourier-min,0.5229617304492512,0.9936768890294024,0.5435573122529644,0.5434861358492996,0.6852719938951269,0.583548103136699,0.7655323500857034,0.9936768890294024,0.09329538266919671,0.9067046173308033,0.006323110970597534
13,advanced-and-fourier-min,0.5199206480409985,0.9943092001264622,0.5380237154150198,0.5379515640101001,0.6828050369083805,0.5781175666701263,0.7633026504735166,0.9943092001264622,0.08159392789373814,0.9184060721062619,0.00569079987353778
14,advanced-and-fourier-min,0.5193196829590488,0.9943092001264622,0.5369169960474308,0.5368446696394487,0.6822865820587916,0.5712013890846948,0.7623684951972765,0.9943092001264622,0.07938013915243516,0.9206198608475649,0.00569079987353778
15,advanced-and-fourier-min,0.5231920199501247,0.9952561669829222,0.5441897233201581,0.5442610268996179,0.6858450474011114,0.574654903520565,0.7628813224727377,0.9952561669829222,0.09326588681631362,0.9067341131836864,0.004743833017077799
16,advanced-and-fourier-min,0.519399042430246,0.9946253556749921,0.5370750988142292,0.5370027474137137,0.6824295010845988,0.567612543676359,0.7629776670744539,0.9946253556749921,0.07938013915243516,0.9206198608475649,0.005374644325007904
17,advanced-and-fourier-min,0.5206202573408116,0.9977869111602908,0.5394466403162055,0.5393741639925427,0.6842276422764229,0.582878447290311,0.7654680534954978,0.9977869111602908,0.08096141682479444,0.9190385831752056,0.002213088839709137
18,advanced-and-fourier-min,0.5181833141352641,0.9958886780518659,0.5350197628458498,0.5350926159781935,0.6816755060071436,0.5725859944091861,0.7635684270289234,0.9958886780518659,0.07429655390452103,0.9257034460954789,0.004111321948134092
19,advanced-and-fourier-min,0.521999003818695,0.9943074003795066,0.5419762845849803,0.5420477880809957,0.6845944474686989,0.6283953976070964,0.768428902771195,0.9943074003795066,0.08978817578248498,0.910211824217515,0.0056925996204933585
20,advanced-and-fourier-min,0.6335931963146705,0.9950531783329211,0.709789128687156,0.7097714871256442,0.7742121722395959,0.7216606468099349,0.8199440314986431,0.9950531783329211,0.42448979591836733,0.5755102040816327,0.004946821667078902
21,advanced-and-fourier-min,0.6328414739998421,0.9919604205318491,0.7082431513202647,0.7082606950544479,0.7727141343096637,0.7174616915774473,0.8177696063861595,0.9919604205318491,0.42456096957704675,0.5754390304229533,0.008039579468150896
22,advanced-and-fourier-min,0.6330029888312096,0.9954236239950526,0.7091707377403995,0.7091884382651493,0.7738833597769124,0.7219525536475467,0.8202410497927335,0.9954236239950526,0.4229532525352461,0.5770467474647539,0.004576376004947433
23,advanced-and-fourier-min,0.6310374617136574,0.9938157081014224,0.706387978479995,0.7064057516515027,0.7719281391103853,0.7174945097774681,0.8180719819902587,0.9938157081014224,0.418995795201583,0.581004204798417,0.006184291898577613
