run_name,precision,recall,accuracy,balanced_accuracy,f1,roc_auc,auc_pr,tpr,tnr,fpr,fnr
advanced-and-fourier,0.11852622653744438,0.08808559111548488,0.09918830024743325,0.12902334446610034,0.09571308028099837,0.09175372115510098,0.10171605979637235,0.08808559111548488,0.2377101048307869,0.23771010483078686,0.08808559111548485
advanced-and-fourier-min,0.11836121203510958,0.09410555206066823,0.09994111411159219,0.12922696824259272,0.09849897858461439,0.09240794148244179,0.10306153940315074,0.09410555206066823,0.23810557339169397,0.23810557339169394,0.09410555206066808
advanced-only,0.11686347535569425,0.1347355060267146,0.10037778209757256,0.13538926363678414,0.11288083110658943,0.09530154795210523,0.10040743150984603,0.1347355060267146,0.2701855553693824,0.27018555536938244,0.1347355060267146
baseline-advanced-and-fourier,0.11743264693352376,0.08673444988198915,0.09814976917178984,0.12816307034591093,0.09461820897310057,0.09014367401021939,0.09850171057688814,0.08673444988198915,0.2361800388817389,0.23618003888173902,0.08673444988198918
baseline-advanced-and-fourier-min,0.11742934736606643,0.0928277275278612,0.09902903221733887,0.12851528177124422,0.09750235452243547,0.0913839523476203,0.10112613241667673,0.0928277275278612,0.23679324172647542,0.23679324172647542,0.09282772752786118
baseline-and-advanced,0.11649854238236733,0.12600227445706796,0.09943964074529385,0.13416569935207195,0.10795374145063305,0.09369161417860732,0.09900943239890768,0.12600227445706796,0.2663405722794157,0.26634057227941565,0.12600227445706796
baseline-and-fourier,0.12519994431358838,0.08169536715771115,0.10438411942179734,0.1408719168489394,0.09707563798861721,0.11233939090194815,0.1138995733393673,0.08169536715771115,0.26916472042606493,0.2691647204260649,0.0816953671577112
baseline-and-fourier-min,0.124990828246643,0.08999720705561084,0.1046495089581705,0.13997777963905464,0.10003995199527228,0.11847751032353754,0.11881983948571029,0.08999720705561084,0.2692837287475644,0.2692837287475644,0.0899972070556108
baseline-only,0.1334844350808845,0.13371285367688354,0.11376165690443027,0.15037360812497408,0.12057804547940817,0.13330731438484958,0.15625415939724455,0.13371285367688354,0.2884264242643705,0.2884264242643705,0.13371285367688357
fourier-min-only,0.13382647300692113,0.08940190205567738,0.11299561379170525,0.14757952522878262,0.1060997423132827,0.13912010768528515,0.14304977204234534,0.08940190205567738,0.2807074089655884,0.2807074089655884,0.08940190205567744
fourier-only,0.13403565659298133,0.08293781213195504,0.11183132056676047,0.14796714976375652,0.10275371624738265,0.1269473835861779,0.13317868744602962,0.08293781213195504,0.28169872780699345,0.28169872780699345,0.08293781213195496
