run_name,precision-mean,precision-std,recall-mean,recall-std,accuracy-mean,accuracy-std,balanced_accuracy-mean,balanced_accuracy-std,f1-mean,f1-std,roc_auc-mean,roc_auc-std,auc_pr-mean,auc_pr-std,tpr-mean,tpr-std,tnr-mean,tnr-std,fpr-mean,fpr-std,fnr-mean,fnr-std
advanced-and-fourier,0.8551565653592414,0.12105735579978667,0.94731483296664,0.10604502874808854,0.8768933079306183,0.10236949518193425,0.8347046987147159,0.1396904011793317,0.8954528180436774,0.10437386207832573,0.9063558065010547,0.09560388712258105,0.9161258638632844,0.10036577882994441,0.94731483296664,0.10604502874808854,0.7220945644627917,0.25874470787402126,0.27790543553720815,0.2587447078740213,0.05268516703336002,0.10604502874808851
advanced-and-fourier-min,0.8406167564473624,0.11967455927343959,0.93886818561638,0.10964303643818052,0.8633281876737853,0.10125948806018711,0.8164688462863198,0.13753032248806374,0.8837498192854004,0.105428995848149,0.8936909781251057,0.09695050166219495,0.904492586937069,0.1056144868175363,0.93886818561638,0.10964303643818052,0.6940695069562597,0.25884003459896154,0.30593049304374037,0.2588400345989615,0.06113181438362003,0.10964303643818045
advanced-only,0.7997910831736462,0.11782410960831792,0.9262168418967649,0.16365185238333546,0.8255405009787415,0.10346634757436594,0.7579002619395704,0.1428739844712132,0.8495723852012022,0.13086280539738962,0.8548219192988206,0.1019723327866779,0.8737162380897701,0.10753121738162125,0.9262168418967649,0.16365185238333546,0.5895836819823761,0.2866969046472305,0.41041631801762385,0.2866969046472306,0.07378315810323516,0.16365185238333557
baseline-advanced-and-fourier,0.855915037239504,0.12023248279422773,0.947957276169584,0.10324310031819167,0.8775602621732314,0.10176605777097905,0.8356915724397077,0.13892339619542474,0.8962376530118376,0.10268029554933851,0.9077033932390213,0.09441656662028598,0.9177256797070866,0.09829598683907491,0.947957276169584,0.10324310031819167,0.7234258687098312,0.25758137396998665,0.2765741312901688,0.25758137396998665,0.052042723830415846,0.10324310031819166
baseline-advanced-and-fourier-min,0.8420961587456015,0.11920852982392179,0.9403341421031534,0.10751299431958555,0.8649854222382649,0.10110120872282413,0.8186627078209449,0.13723910809030732,0.8853281958737813,0.10436065440649206,0.8957150912723899,0.09602769684329672,0.9065286403100861,0.10413140684243995,0.9403341421031534,0.10751299431958555,0.6969912735387364,0.2576730282148451,0.30300872646126376,0.2576730282148451,0.059665857896846655,0.10751299431958565
baseline-and-advanced,0.8006438081473413,0.1178560633028592,0.928308595827543,0.15350238686963355,0.8277370251765348,0.10319942935124869,0.7613195770959436,0.14171233588898902,0.8528539971585725,0.1247452924483547,0.8583715184529082,0.10048419568880158,0.8782015170479623,0.10540398919621359,0.928308595827543,0.15350238686963355,0.5943305583643443,0.2814601253759108,0.40566944163565566,0.2814601253759108,0.07169140417245701,0.15350238686963358
baseline-and-fourier,0.8444734196011151,0.1267113286048974,0.949704405622465,0.09484624688384255,0.8678301888714847,0.10653628292035591,0.8223027927437406,0.14744521677359348,0.8906490978511444,0.10262833462172685,0.8894481074656438,0.11279038116098257,0.9023355911369807,0.1125597207517789,0.949704405622465,0.09484624688384255,0.6949011798650161,0.27765348394656436,0.3050988201349839,0.2776534839465643,0.05029559437753488,0.09484624688384236
baseline-and-fourier-min,0.8218456581649982,0.12894767902365037,0.9407387714602551,0.0890340768706925,0.8465830010241477,0.10845579714899593,0.7951175905746283,0.1465740972129344,0.8743354308683565,0.10347514585726972,0.8609774934119644,0.12037609236119874,0.875877048266448,0.12246344948596702,0.9407387714602551,0.0890340768706925,0.6494964096890014,0.27901845374058604,0.35050359031099865,0.27901845374058615,0.05926122853974481,0.08903407687069252
baseline-only,0.7710306520800231,0.1316178508760869,0.9203707212186234,0.1573253049726043,0.7987479358445134,0.11473180946299717,0.7239559024962214,0.15486964337448533,0.8328522979434122,0.1341935985709088,0.7820797572550778,0.13187872587603286,0.7938858728991698,0.14696416604580467,0.9203707212186234,0.1573253049726043,0.5275410837738195,0.30039122045773464,0.4724589162261805,0.30039122045773453,0.07962927878137663,0.1573253049726043
fourier-min,0.8083790353497032,0.13840764463100966,0.93519782697871,0.09953085155219225,0.8335485473088721,0.11668375832272412,0.7781866618768828,0.1543437104463636,0.8638445643336461,0.11301275048858676,0.836045197690069,0.13954318745905117,0.8482371445057107,0.14616426611299316,0.93519782697871,0.09953085155219225,0.6211754967750556,0.2938700487714404,0.37882450322494443,0.29387004877144035,0.06480217302129007,0.09953085155219232
fourier-only,0.8331543498900792,0.13705152160310793,0.9462642509610916,0.10044077083119436,0.8572399457751958,0.11512150175498989,0.8084228629313179,0.15626813971853865,0.8824966448782006,0.11115469256261086,0.8737136567153101,0.12833691724249943,0.8844378642860057,0.1340789154662424,0.9462642509610916,0.10044077083119436,0.6705814749015445,0.2943566153242962,0.3294185250984555,0.29435661532429624,0.053735749038908445,0.10044077083119429
